"Qualification","Quali"
"MBBS, MS - Otorhinolaryngology, Diploma in Otorhinolaryngology (DLO)",4
"BAMS",3
"BAMS, P.G. Diploma in Yoga & Meditation, Certificate Course in Panchakarma",4
"MD - Dermatology, MBBS",4
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",4
"BAMS, MD-Ayurvedic Vachaspati",4
"BHMS",3
"BDS, MDS - Prosthodontics",4
"BAMS",3
"MBBS, MD - General Medicine",4
"MD - Ayurveda Medicine, BAMS",4
"BHMS",3
"MBBS, MS - ENT",4
"MBBS, DDV",3
"BDS",3
"MS - ENT, MBBS",4
"BAMS",3
"BAMS",3
"MD - Physician",4
"MBBS, MD - General Medicine",4
"MBBS, DDVL, FRGUHS",3
"BSc, DHMS, MD - Homeopathy, PhD - Homoeopathy",5
"BAMS",3
"MBBS, MD - Dermatology",4
"BDS, Diploma in Implanthology, Advanced Endotontic Course On Root Canal",3
"BDS, Post Graduate Certificate in Advanced Oral Implantology",4
"MD - Dermatology, MBBS",4
"BDS, MDS - Periodontology and Oral Implantology",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MD - Dermatology, MBBS",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - Dermatology",4
"MBBS, MS - ENT",4
"MBBS, DVD",3
"BDS",3
"BDS",3
"MD - Physician",4
"MD - Medicine, PG in Diabetology",4
"BAMS",3
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BAMS, MD - Ayurveda Medicine",4
"BHMS, Certificate Course in Advanced Homoeopathy (C.C.A.H)",3
"BDS",3
"MD - Ayurveda Medicine, BAMS, D.Y.A",4
"BDS, MDS - Periodontics, Fellowship and Diplomate in Implantology from ICOI (USA)",4
"MBBS, MD - Dermatology",4
"BDS, MDS - Periodontology and Oral Implantology",4
"MBBS, MD - Dermatology",4
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",4
"MBBS, Post Graduate Diploma in Sports Medicine, Nutrition Certification",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, MDS- Oral Pathology, Certificate in Dental Implants, Diploma in Medical Law and Ethics (PGDMLE)",4
"BAMS",3
"BDS",3
"BHMS",3
"BAMS",3
"BAMS, PGCR, LLB, MD - Ayurveda Medicine",4
"BDS, MDS - Oral & Maxillofacial Surgery",4
"BDS, MBA",4
"MS - ENT, MBBS",4
"BAMS, MD - Ayurveda Medicine",4
"MBBS, MCIP",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - Internal Medicine",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MBBS, MD - General Medicine",4
"BHMS, MD - Homeopathy",4
"BHMS",3
"MBBS, DDVL",3
"MBBS",3
"BAMS",3
"MBBS, DDVL",3
"MDS - Public Health Dentistry",4
"BDS, MDS - Periodontology and Oral Implantology",4
"MBBS, MD - General Medicine",4
"BHMS",3
"BHMS",3
"MBBS, MD - Dermatology",4
"MDS - Conservative Dentistry & Endodontics",4
"BDS",3
"BHMS",3
"BHMS",3
"BAMS, MS - Ayurveda, PhD- Ayurveda",5
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - General Medicine",4
"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, FRCS - General Surgery",4
"BHMS",3
"MBBS",3
"BHMS",3
"LCEH",0
"DNB - ENT",1
"MBBS, MS - Otorhinolaryngology, DNB",4
"BHMS",3
"BAMS",3
"BAMS, PG Certificate Course In Diabetes Education(PGDCE)",4
"BDS, MDS - Orthodontics",4
"BHMS, Master of Public Health (MPH)",4
"BAMS",3
"MBBS, MSc. - Dermatology Skills and Treatment (University of Hertfordshire), Fellowship in Aesthetic Medicine",4
"BHMS",3
"MBBS",3
"MS - Otorhinolaryngology, MBBS",4
"BDS, MDS - Periodontology and Oral Implantology",4
"MD - Dermatology, DDV",4
"MBBS",3
"BDS",3
"MBBS",3
"MBBS, M.H.Sc-Diabetology",4
"BHMS",3
"MDS - Oral Medicine",4
"BDS",3
"MDS, BDS",4
"BDS, MDS",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"BHMS, MSc - Applied Psychology, PGDPC (Post Graduation Diploma In Psychological Counselling)",4
"MBBS, MD - General Medicine",4
"BAMS",3
"BAMS",3
"MBBS",3
"MBBS, MD - Dermatology",4
"MBBS, MD - Internal Medicine",4
"MBBS, FRCSEd",3
"MBBS, Diploma in Dermatology",3
"BDS, MDS",4
"BAMS",3
"MBBS, MS - ENT",4
"MS - ENT, MBBS",4
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MDS - Periodontology and Oral Implantology, BDS",4
"MD - Skin,VD & Leprosy, MBBS",4
"BHMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MS - ENT, FIMSA",4
"MBBS",3
"BDS",3
"MBBS, MS - Otorhinolaryngology",4
"BDS",3
"BHMS, MD - Homeopathy",4
"MBBS, DDVL",3
"MSc - Endocrinology(UK), MBBS, Post Graduate Diploma in Endocrinology",4
"MBBS, MD - Dermatology",4
"MBBS, Diploma in Emergency Medicine, Fellowship in Diabetology",3
"MBBS, Fellowship in Endocrinology, Diabetes & Metabolism",3
"BAMS",3
"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",4
"MBBS, DDVL, DNB - Dermatology & Venereology",3
"BAMS, Masters in Surgery (MS)",4
"MD - Homeopathy",4
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",5
"BAMS",3
"MBBS, MD - General Medicine",4
"Certification Course In Diabetes, MD - (Medicine - Endocrinology), MBBS",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"DDVL, MBBS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"DNB - General Surgery, MBBS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS",3
"BAMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MDS - Periodontology and Oral Implantology, BDS",4
"MBBS, MD - Dermatology, DNB",4
"MDS - Periodontics",4
"DHMS (Diploma in Homeopathic Medicine and Surgery)",1
"BAMS",3
"BAMS, MD - Ayurveda Medicine",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS",3
"BHMS",3
"MBBS, MD - Dermatology",4
"MBBS, MCEM",4
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",4
"BAMS",3
"MBBS, DVD, Diploma in Dermatology",3
"BAMS",3
"BDS",3
"BAMS",3
"MBBS, Diploma in Dermatology",3
"MBBS, MS - ENT",4
"BDS",3
"MDS - Oral & Maxillofacial Surgery, BDS",4
"BDS",3
"BDS, MDS- Oral Pathology",4
"MBBS, Fellowship in Diabetology(Royal Liverpool Academy, UK)",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS, MD - Medicine",4
"MBBS, DNB - Otorhinolaryngology",3
"BDS, MDS - Prosthodontics",4
"MBBS, DNB - ENT",3
"BDS, MDS - Orthodontics",4
"BAMS",3
"BAMS",3
"BAMS",3
"MBBS, DFM (UK), Diploma in Emergency Medicine",3
"MBBS, DNB - Pulmonary Medicine, DIPLOMA IN TB AND CHEST DISEASES, Advanced Certificate Course In Diabetes",4
"Masters Diploma in Acupressure, BHMS, Certification in Nutrition and Weight Management",4
"BHMS",3
"BAMS",3
"BAMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BDS",3
"BAMS",3
"MBBS, MD - Skin,VD & Leprosy",4
"BHMS, DAT(Diploma in Accupressure and foot Reflexology), MS - Psychology",4
"BDS",3
"MBBS, MD - Dermatology",4
"MD - Physician, DNB - Pulmonary Medicine, Indian Diploma Critical Care Medicine (IDCCM), FCD - Diabetology",4
"BHMS",3
"BHMS",3
"MBBS, MD - Dermatology",4
"BDS",3
"BAMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), FRCS - General Surgery",3
"MBBS, MD - Dermatology, DNB - Dermatology & Venereology",4
"MDS - Paedodontics And Preventive Dentistry, BDS",4
"MBBS, MS - ENT",4
"MS - ENT, DNB - ENT, MRCS (UK), Diploma in Otorhinolaryngology (DLO), MASLP, FRCS - General Surgery",4
"MDS - Periodontics",4
"MBBS, MD - Dermatology",4
"DVD, MD - Dermatology",4
"MBBS, MD - General Medicine",4
"BHMS, MD - Homeopathy, Diploma in Cosmetology, PG Diploma in Trichology, Diploma In Skin Aesthetics",4
"BAMS, MD - Ayurveda Medicine, PhD- Ayurveda",5
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MS - ENT, MBBS, Fellowship in Head & Neck Oncology Surgery",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, MD - Skin & VD, DNB - Dermatology & Venereology",4
"BDS",3
"BDS",3
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT, FCPS - Mid. & Gynae, DNB - ENT",4
"BAMS",3
"BAMS",3
"MBBS, MS - ENT",4
"BAMS",3
"BAMS",3
"MBBS",3
"BHMS",3
"BDS, MDS - Pedodontics",4
"MBBS, MD - General Medicine, Post Graduate Course in Diabetology, Post Graduate Diploma in Endocrinology",4
"MD - Homeopathy, BHMS",4
"MBBS, MD - Dermatology, Fellowship in Cosmetology",4
"BDS",3
"BHMS",3
"MBBS, MS - ENT, DNB",4
"BHMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, DNB - General Medicine",3
"BDS",3
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",5
"MS - General Surgery, Fellow of Academy of General Education (FAGE), MBBS",4
"MD - Dermatology, DDVL, MBBS",4
"BHMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"MBBS, MD - Dermatology",4
"BAMS",3
"MS - ENT",4
"MBBS, MD - Dermatology , Venereology & Leprosy, FRGUHS",4
"BAMS",3
"Get inspired by remarkable stories of people like you",0
"MBBS",3
"MBBS, Diploma in Radio Therapy",3
"BDS, Fellowship and Diplomate in Implantology from ICOI (USA), Current Concepts in American Dentistry Advances in Implantology and Oral Rehabilitation",3
"BHMS, MD - Homeopathy",4
"MBBS, MD - General Medicine",4
"BAMS",3
"DNB - ENT, MBBS",3
"BHMS",3
"BDS",3
"BAMS",3
"MBBS, MD - General Medicine",4
"BAMS, MD - Ayurveda Medicine, PhD- Ayurveda",5
"MBBS, MD - General Medicine, Fellowship in Diabetology",4
"BDS",3
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"BHMS",3
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MDS - Orthodontics, BDS",4
"BDS",3
"BAMS",3
"MBBS, DDVL",3
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - Otorhinolaryngology",4
"MBBS, MS - ENT",4
"MBBS, MD - Dermatology",4
"BHMS",3
"MBBS, MS - ENT",4
"MBBS, DNB - Internal Medicine, Certificate Course in Evidence Based Diabetes Management (CCEBDM)",3
"MS - ENT, MBBS, MS - Otorhinolaryngology",4
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"BDS",3
"MD - General Medicine, MBBS",4
"BDS, MDS",4
"BHMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, FCCP - Pulmonary Medicine",4
"MD - Homeopathy, BHMS",4
"MBBS, MS - ENT",4
"BHMS",3
"BAMS",3
"MS - ENT, MBBS",4
"MBBS, MD - Internal Medicine",4
"BDS",3
"MBBS, Diploma in Child Health (DCH)",3
"BHMS",3
"MBBS, MD - General Medicine",4
"BDS, MDS - Oral & Maxillofacial Surgery, FDSRCS - Fellowship in Dental Surgery",4
"BAMS",3
"BDS, MDS - Orthodontics, Fellowship in ClearPath Aligners, Certificate in Invisible Braces, Invisalign Training Course",4
"MDS - Conservative Dentistry & Endodontics, BDS",4
"MD - Dermatology, Fellowship In Dermatosurgery, MBBS",4
"MBBS, DDVL, FRGUHS",3
"BDS, Post-Graduate Certificate in Oral Implantology (PGCOI)",4
"MS - ENT, Diploma in Otorhinolaryngology (DLO), MBBS",4
"BDS, Certificate of Oral Implantology, Certificate in Dental Implants",3
"BDS",3
"MBBS, DDVL, FAMS - Dermatology",3
"MS - ENT, MBBS",4
"BHMS, MD - Homeopathy",4
"MBBS, MD - Internal Medicine",4
"MBBS, MS - ENT",4
"MBBS, MD - Dermatology",4
"BHMS, MSc - Yoga",4
"MBBS, MD - Family Medicine",4
"BDS",3
"MBBS",3
"BDS",3
"BAMS",3
"BHMS",3
"DNB, MBBS",3
"BDS, MDS - Prosthodontist & Oral Implantologist",4
"MBBS",3
"BDS",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MBBS, Division of Clinical Psychology (DCP)",3
"BDS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB",3
"DNB, MBBS, MD - Diabetology",4
"BAMS, Diploma in Diet and Nutrition, Diploma In Anatomy Physiology",3
"PDCC - Pediatric Endocrinology, MBBS",4
"MDS - Conservative Dentistry & Endodontics, BDS",4
"MBBS, MS - ENT",4
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MD - Dermatology",4
"MBBS, MD - General Medicine",4
"BAMS, MD - Ayurveda Medicine",4
"MBBS, MS - ENT",4
"MBBS, MD - Dermatology, Diploma in Dermatology, Fellowship In Cosmetic Dermatology",4
"MBBS, MD - General Medicine",4
"MBBS, MS - Otorhinolaryngology, MCh - Head and Neck Oncology",4
"MBBS, MD - General Medicine, Post Graduate Diploma in Diabetology (PGDD)",4
"BAMS",3
"MD - Homeopathy, BHMS",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"BAMS",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"PhD - Orthodontics & Dentofacial Orthopaedics, BDS",5
"BHMS, MD - Homeopathy, Diploma in Counselling and Psychotherapy",4
"FFDRCSI, MFDS RCS, MDS - Oral & Maxillofacial Surgery, BDS",4
"MS - Otorhinolaryngology, MBBS",4
"MS - ENT, MBBS",4
"MD - Homeopathy",4
"MBBS, MRCS (UK), MRCP (UK)",4
"MBBS, Diploma in Dermatology",3
"BDS",3
"BDS",3
"MBBS, MD - Dermatology",4
"BAMS",3
"BHMS",3
"BDS",3
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"MBBS, MD - Medicine",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MD - CCM, MD - Physician, Post Graduate Diploma in Diabetology (PGDD), CCST - Diabetes & Endocrinology, Master of Family Medicine, Diploma in Family Medicine (DFM), Postgraduate Diploma Clinical Cardiology (PGDCC), Post Graduate Diploma in Diabetology (PGDD), MD - Cardiology",4
"MBBS",3
"BHMS, MD - Homeopathy",4
"MDS - Periodontology and Oral Implantology, BDS, Ph.D(Doctor of Philosophy)",4
"BAMS, Diploma in Hospital Administration, PG Diploma in Value Education and Spirtuality",4
"BDS, Certification in Aesthetic Dentistry",3
"DNB - Dermatology, Venereology & Leprosy, MBBS, MD - Dermatology",4
"MDS - Oral & Maxillofacial Surgery",4
"MS - Otorhinolaryngology, MBBS, Fellowship In Laryngology Bronchoesophagology",4
"BHMS, MD - Homeopathy",4
"MBBS, MD - General Medicine",4
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO), Diploma in Otorhinolaryngology (DLO)",4
"MBBS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), MBA",4
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - Skin & VD",4
"MBBS",3
"BDS, Certificate of Oral Implantology, MDS - Orthodontics",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"Diploma in Otorhinolaryngology (DLO), MBBS",3
"BHMS",3
"MBBS",3
"MD - Dermatology, MBBS",4
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology, Fellowship in Pediatric Dermatology",4
"MBBS, MS - ENT",4
"B.Sc, BAMS",3
"MBBS, DDV, MD - Skin & VD",4
"BDS",3
"BAMS",3
"MD - Dermatology, Fellowship In Dermatosurgery, Fellowship in Aesthetic Medicine, MBBS",4
"MS - Otorhinolaryngology, MBBS",4
"BAMS",3
"MBBS, MD - Medicine",4
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, MS - ENT, DNB - ENT",4
"MBBS, MD - Pediatrics, DPM (Psychiatry)",4
"MBBS",3
"MS - ENT, MBBS",4
"MBBS, DDVL",3
"BAMS, Yoga Instructor's Course",3
"MBBS, MD - Dermatology, AFIH",4
"BHMS, Nutrition Certification, Integrated Clinical Hypnotherapy",3
"BDS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, Diploma in Implanthology, PG Diploma In Clinical Cosmetology (PGDCC)",4
"MBBS, MS - ENT",4
"MBBS, MD - Internal Medicine, FICA",4
"BAMS",3
"MBBS",3
"MBBS, MD - General Medicine",4
"DDVL, MBBS",3
"Get inspired by remarkable stories of people like you",0
"BDS, MDS, PGDMLS, Post Graduate Diploma in Hospital & Healthcare Management",4
"BDS",3
"BAMS",3
"MBBS, DDVL",3
"BAMS, MD - Ayurveda Medicine, Certification In Yoga",4
"MBBS, Diploma in Dermatology",3
"MD - Skin & VD, MBBS",4
"MBBS, MS - ENT, FCPS - Oto-Rhino-Laryngology",4
"MBBS",3
"MBBS, MS - ENT, DNB - Otorhinolaryngology",4
"BAMS",3
"MD - Dermatology, MBBS",4
"MBBS, MS - Otorhinolaryngology",4
"MBBS",3
"BHMS",3
"BDS, MDS - Conservative Dentistry & Endodontics, Certified Implantologist, Certificate in Dental Implants",4
"BDS, MDS - Prosthodontics",4
"BDS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BAMS",3
"MBBS, MD - Internal Medicine",4
"BAMS",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"BDS",3
"BDS, MDS - Prosthodontist And Crown Bridge, Certificate in Dental Implants",4
"MD - Acupuncture, PhD- Ayurveda, BEMS, MBBS",5
"BAMS",3
"BAMS, MD - Ayurveda Medicine",4
"BDS, MDS - Periodontology and Oral Implantology",4
"LCEH",0
"MBBS, MS - ENT, Fellowship in Surgical Oncology (Head & Neck)",4
"MBBS, DDVL",3
"MS - ENT, Diploma in Otorhinolaryngology (DLO), MBBS",4
"BHMS",3
"MDS - Pedodontics, BDS",4
"BAMS",3
"MBBS, DNB - ENT",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"BDS, MDS - Prosthodontist And Crown Bridge, Certificate of Oral Implantology",4
"MD - Dermatology, MBBS",4
"BDS, MDS - Paedodontics And Preventive Dentistry, Continuing Education Certificate Program on Temporomandibular Joint Disorder and Orofacial Pain",4
"BDS",3
"MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BHMS",3
"MBBS",3
"BHMS, Post Graduate in Homeopathy(london)",4
"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship in Aesthetic Medicine",4
"MD-DVL, MBBS",4
"MBBS, MD - General Medicine",4
"MBBS, MS - ENT",4
"BDS, DNB, MDS - Oral & Maxillofacial Surgery",4
"MBBS, MD - Dermatology",4
"MBBS",3
"MD - Ayurveda Medicine",4
"MBBS, DGO",3
"BDS",3
"MBBS, DNB - General Medicine, DNB - Cardiology",3
"BDS",3
"MD - Homeopathy",4
"MD - Ayurveda Medicine, BAMS, MBA - HealthCare Management",4
"BHMS",3
"BAMS",3
"BAMS",3
"MBBS, MD - General Medicine, DM - Nephrology",4
"MBBS, MD - General Medicine",4
"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",4
"MBBS, MS - General Surgery, DNB, M.Ch",4
"BDS",3
"BDS",3
"MBBS, MD - Internal Medicine, DM - Cardiology",4
"MBBS, MD - Pediatrics",4
"BAMS",3
"MBBS, DNB - Radiation Oncology",3
"MDS - Periodontics, BDS",4
"BDS",3
"BHMS, MD - Homeopathy",4
"BDS, MDS - Operative Dentistry",4
"BDS",3
"BDS",3
"LCEH, MD - Homeopathy",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DAA",3
"MBBS, MS - Otorhinolaryngology",4
"MBBS",3
"BAMS",3
"BDS",3
"MBBS, Postgraduate Diploma Clinical Cardiology (PGDCC)",4
"MDS - Prosthodontist And Crown Bridge, BDS",4
"BAMS",3
"MDS - Periodontics, BDS",4
"DHMS (Diploma in Homeopathic Medicine and Surgery)",1
"MD - Homeopathy",4
"BAMS, Diploma in Acupuncture",3
"BAMS",3
"LCEH",0
"BHMS, MD - Homeopathy",4
"MBBS, DDV, DNB - Dermatology & Venereology",3
"MBBS, MD - Internal Medicine",4
"MBBS, DDV",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS",3
"MDS - Pedodontics",4
"MBBS, MD - Dermatology, DDV",4
"BDS",3
"MBBS, MD - General Medicine",4
"BAMS",3
"BHMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - General Medicine",4
"BAMS",3
"MBBS, MS - ENT",4
"Fellowship in Head & Neck Oncology Surgery, Diploma in Otorhinolaryngology (DLO), MBBS, DNB - Otorhinolaryngology",3
"BHMS",3
"BAMS",3
"MD - Physician",4
"MBBS, MD - Dermatology",4
"MBBS, FIAMS",3
"MBBS",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"BHMS",3
"MBBS, MD - General Medicine",4
"BAMS, MD - Ayurveda Medicine",4
"MBBS, Fellowship of College of General Practice (FCGP)",3
"MBBS, DDVL",3
"MBBS, MD - Skin & VD, DDV",4
"MBBS, Diploma in Dermatology",3
"BAMS",3
"MBBS, MD - General Medicine",4
"BDS, MDS - Prosthodontics",4
"DDVL, MBBS",3
"MBBS, DDV",3
"BHMS, MD - Homeopathy, MSc - Psychotherapy And Counselling",4
"BHMS, CGO, Certificate in Child Health (CCH)",3
"MBBS, DNB - Dermatology & Venereology, Diploma in Trichology - Cosmetology",3
"BHMS, Doctor of Medicine",4
"BAMS",3
"BAMS, MD - General Medicine",4
"DHMS (Diploma in Homeopathic Medicine and Surgery), Certificate in Child Health (CCH)",1
"MBBS, DM - Oncology, MD - Medicine",4
"MBBS, MD - Dermatology",4
"MBBS, DTCD(Diploma in TB and Chest Dieseas)",3
"MBBS, DNB - Dermatology & Venereology, Member Of The National Academy Of Medical Sciences",4
"BDS, MDS",4
"MBBS, MS - ENT",4
"BDS",3
"BAMS",3
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MD - Ayurveda Medicine, BAMS",4
"MBBS, DNB - Radiotherapy",3
"MBBS",3
"BHMS, MD - Homeopathy",4
"MD - Dermatology, MBBS",4
"MBBS, MS - ENT",4
"BDS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT, DNB - Otorhinolaryngology",4
"BAMS, PhD- Ayurveda",5
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB",4
"BDS",3
"MBBS, MD - General Medicine",4
"MBBS, MD - Pharmacology",4
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",4
"MBBS, MD - Skin & VD",4
"BAMS, MD - Ayurveda Medicine, Post Graduate Diploma in Clinical Research (PGDCR), Diploma in Acupuncture",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BHMS",3
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"BAMS",3
"MBBS, DNB - General Medicine",3
"MBBS, MD - Skin,VD & Leprosy, Fellowship in Dermatological Laser Surgery",4
"MBBS, MS - Otorhinolaryngology",4
"DNB - ENT, MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BDS, MDS - Prosthodontist And Crown Bridge",4
"MBBS, MD - Medicine, Fellowship in Rheumatology",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - Medicine, DM - Cardiology",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MBBS",3
"MBBS, DDVL",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, Diploma in Dermatology",3
"MBBS, MS - ENT, FRCS - General Surgery",4
