"Qualification","Experience","Place","Profile","Fees","Qual","nyear","nplace","nprof","city","targetdata_Ayurveda","targetdata_Dentist","targetdata_Dermatologists","targetdata_ENT Specialist","targetdata_General Medicine","targetdata_Homeopath","targetdata_ Bangalore","targetdata_ Chennai","targetdata_ Coimbatore","targetdata_ Delhi","targetdata_ Ernakulam","targetdata_ Hyderabad","targetdata_ Mumbai","targetdata_ Sector 5","targetdata_ Thiruvananthapuram","targetdata_unknown"
"BAMS","7 years experience","Basavanagudi, Bangalore","Ayurveda",300,1,7,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDVL","15 years experience","Pitampura, Delhi","Dermatologists",700,2,15,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MDS - Public Health Dentistry","6 years experience","Powai, Mumbai","Dentist",300,1,6,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Periodontology and Oral Implantology","12 years experience","Varthur, Bangalore","Dentist",100,2,12,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine","28 years experience","Manikonda, Hyderabad","General Medicine",400,2,28,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BHMS","24 years experience","Dilsukhnagar, Hyderabad","Homeopath",300,1,24,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BHMS","14 years experience","Chembur, Mumbai","Homeopath",100,1,14,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology","10 years experience","Kasturi nagar, Bangalore","Dermatologists",400,2,10,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MDS - Conservative Dentistry & Endodontics","2 years experience","Vasant Vihar, Delhi","Dentist",500,1,2,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS","13 years experience","Kaggadasapura, Bangalore","Dentist",300,1,13,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS","14 years experience","Dilsukhnagar, Hyderabad","Homeopath",300,1,14,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BHMS","11 years experience","Khairatabad, Hyderabad","Homeopath",300,1,11,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BAMS, MS - Ayurveda, PhD- Ayurveda","16 years experience","Yelahanka, Bangalore","Ayurveda",400,3,16,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","9 years experience","Kilpauk, Chennai","Dermatologists",500,3,9,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine","13 years experience","Dommasandra, Bangalore","General Medicine",100,2,13,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, FRCS - General Surgery","21 years experience","Gachibowli, Hyderabad","General Medicine",600,4,21,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BHMS","11 years experience","Sagarpur, Delhi","Homeopath",50,1,11,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS","20 years experience","Singanallur, Coimbatore","General Medicine",100,1,20,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"BHMS","9 years experience","Madinaguda, Hyderabad","Homeopath",200,1,9,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"LCEH","39 years experience","Dahisar East, Mumbai","Homeopath",100,1,39,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"DNB - ENT","14 years experience","Arumbakkam, Chennai","ENT Specialist",300,1,14,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MS - Otorhinolaryngology, DNB","17 years experience","OMR Road, Chennai","ENT Specialist",700,3,17,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","25 years experience","Old Rajendra Nagar, Delhi","Homeopath",450,1,25,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BAMS","4 years experience","Varthur, Bangalore","Ayurveda",200,1,4,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS, PG Certificate Course In Diabetes Education(PGDCE)","15 years experience","Kandivali West, Mumbai","Ayurveda",100,2,15,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Orthodontics","17 years experience","Kumarapuram, Thiruvananthapuram","Dentist",200,2,17,8,2," Thiruvananthapuram",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BHMS, Master of Public Health (MPH)","9 years experience","Medavakkam, Chennai","Homeopath",200,2,9,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BAMS","10 years experience","Andheri East, Mumbai","Ayurveda",300,1,10,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MSc. - Dermatology Skills and Treatment (University of Hertfordshire), Fellowship in Aesthetic Medicine","7 years experience","Manikonda, Hyderabad","Dermatologists",300,3,7,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS","11 years experience","Thiruvanmiyur, Chennai","Homeopath",300,1,11,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"MBBS","19 years experience","Sowcarpet, Chennai","General Medicine",100,1,19,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MS - Otorhinolaryngology, MBBS","5 years experience","Guduvanchery, Chennai","ENT Specialist",200,2,5,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS - Periodontology and Oral Implantology","17 years experience","Koramangala, Bangalore","Dentist",300,2,17,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MD - Dermatology, DDV","15 years experience","Chembur, Mumbai","Dermatologists",700,2,15,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS","35 years experience","Malviya Nagar, Delhi","General Medicine",300,1,35,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BDS","25 years experience","Tatabad, Coimbatore","Dentist",150,1,25,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MBBS","40 years experience","Arekere, Bangalore","General Medicine",150,1,40,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, M.H.Sc-Diabetology","18 years experience","Kothaguda, Hyderabad","General Medicine",200,2,18,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BHMS","18 years experience","Vignan Nagar, Bangalore","Homeopath",400,1,18,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"MDS - Oral Medicine","5 years experience","Mahadevapura, Bangalore","Dentist",200,1,5,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","14 years experience","Pitampura, Delhi","Dentist",200,1,14,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MDS, BDS","8 years experience","Aminjikarai, Chennai","Dentist",200,2,8,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS","6 years experience","Rajajinagar, Bangalore","Dentist",100,2,6,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics","7 years experience","Varthur, Bangalore","Dentist",100,2,7,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS, MSc - Applied Psychology, PGDPC (Post Graduation Diploma In Psychological Counselling)","14 years experience","Pandav Nagar, Delhi","Homeopath",800,3,14,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - General Medicine","5 years experience","Nungambakkam, Chennai","General Medicine",500,2,5,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BAMS","8 years experience","Powai, Mumbai","Ayurveda",70,1,8,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS","26 years experience","Goregaon West, Mumbai","Ayurveda",100,1,26,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS","3 years experience","Peelamedu, Coimbatore","General Medicine",150,1,3,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","33 years experience","Basavanagudi, Bangalore","Dermatologists",400,2,33,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Internal Medicine","49 years experience","Ashok Vihar Phase 1, Delhi","General Medicine",600,2,49,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, FRCSEd","45 years experience","West Marredpally, Hyderabad","General Medicine",400,2,45,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Dermatology","55 years experience","Karol Bagh, Delhi","Dermatologists",100,2,55,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS","15 years experience","Ganapathy, Coimbatore","Dentist",200,2,15,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BAMS","8 years experience","Kandivali East, Mumbai","Ayurveda",200,1,8,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT","27 years experience","Kilpauk, Chennai","ENT Specialist",500,2,27,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MS - ENT, MBBS","12 years experience","Amberpet, Hyderabad","General Medicine",300,2,12,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BAMS","10 years experience","Secunderabad, Hyderabad","Ayurveda",100,1,10,6,1," Hyderabad",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","8 years experience","RTC X Road, Hyderabad","Dermatologists",300,3,8,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","19 years experience","RT Nagar, Bangalore","Dermatologists",400,3,19,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MDS - Periodontology and Oral Implantology, BDS","8 years experience","Varthur, Bangalore","Dentist",100,2,8,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MD - Skin,VD & Leprosy, MBBS","11 years experience","Adyar, Chennai","Dermatologists",500,3,11,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","19 years experience","Mayur Vihar Ph-I, Delhi","Homeopath",100,1,19,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","10 years experience","Nungambakkam, Chennai","Dermatologists",300,3,10,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MS - ENT, FIMSA","52 years experience","Dwarka Sector 3, Delhi","ENT Specialist",550,3,52,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS","12 years experience","Chanda Nagar, Hyderabad","General Medicine",300,1,12,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BDS","20 years experience","Vasant Vihar, Delhi","Dentist",500,1,20,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - Otorhinolaryngology","8 years experience","Kothapet, Hyderabad","ENT Specialist",500,2,8,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BDS","25 years experience","Mayur Vihar Ph-I, Delhi","Dentist",100,1,25,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BHMS, MD - Homeopathy","10 years experience","Malviya Nagar, Delhi","Homeopath",200,2,10,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, DDVL","23 years experience","KR Puram, Bangalore","Dermatologists",350,2,23,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MSc - Endocrinology(UK), MBBS, Post Graduate Diploma in Endocrinology","7 years experience","Film Nagar, Hyderabad","General Medicine",500,3,7,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology","31 years experience","Somajiguda, Hyderabad","Dermatologists",500,2,31,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Emergency Medicine, Fellowship in Diabetology","14 years experience","Dwarka, Delhi","General Medicine",500,3,14,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, Fellowship in Endocrinology, Diabetes & Metabolism","32 years experience","Old Airport Road, Bangalore","General Medicine",550,3,32,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BAMS","13 years experience","Kalyan Nagar, Bangalore","Ayurveda",300,1,13,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery","21 years experience","Vanagaram, Chennai","General Medicine",100,3,21,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MBBS, DDVL, DNB - Dermatology & Venereology","14 years experience","Punjabi Bagh, Delhi","Dermatologists",500,3,14,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"BAMS, Masters in Surgery (MS)","12 years experience","Lodhi Colony, Delhi","Ayurveda",500,2,12,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MD - Homeopathy","13 years experience","Mira-Bhayandar Road, Mumbai","Homeopath",300,1,13,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics","10 years experience","Kondapur, Hyderabad","Dentist",300,2,10,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BAMS","20 years experience","Sultanpur, Delhi","Ayurveda",800,1,20,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - General Medicine","36 years experience","Kalamassery, Ernakulam","General Medicine",250,2,36,5,5," Ernakulam",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Certification Course In Diabetes, MD - (Medicine - Endocrinology), MBBS","11 years experience","Kamla Nagar, Delhi","General Medicine",600,3,11,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","43 years experience","Dilshad Garden, Delhi","ENT Specialist",500,2,43,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"DDVL, MBBS","9 years experience","Vikhroli East, Mumbai","Dermatologists",500,2,9,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","27 years experience","Murugeshpalya, Bangalore","ENT Specialist",250,2,27,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"DNB - General Surgery, MBBS","7 years experience","Sion East, Mumbai","General Medicine",500,2,7,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","16 years experience","Ramamurthy Nagar, Bangalore","Dermatologists",300,3,16,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","5 years experience","Jayanagar, Bangalore","Dentist",100,1,5,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","30 years experience","Ghatkopar West, Mumbai","Ayurveda",60,1,30,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","15 years experience","T Nagar, Chennai","ENT Specialist",400,2,15,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MDS - Periodontology and Oral Implantology, BDS","18 years experience","Mahadevapura, Bangalore","Dentist",250,2,18,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology, DNB","11 years experience","HSR Layout, Bangalore","Dermatologists",500,3,11,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MDS - Periodontics","14 years experience","Nizampet, Hyderabad","Dentist",300,1,14,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery)","26 years experience","Bellandur, Bangalore","Homeopath",300,1,26,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BAMS","3 years experience","Royapettah, Chennai","Ayurveda",300,1,3,2,1," Chennai",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BAMS, MD - Ayurveda Medicine","8 years experience","Yelahanka, Bangalore","Ayurveda",300,2,8,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","7 years experience","Whitefield, Bangalore","Dermatologists",500,3,7,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","7 years experience","Santacruz West, Mumbai","Dentist",100,1,7,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","31 years experience","Okhla, Delhi","Homeopath",100,1,31,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology","25 years experience","HSR Layout, Bangalore","Dermatologists",500,2,25,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MCEM","22 years experience","Masab Tank, Hyderabad","General Medicine",300,2,22,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT","50 years experience","HSR Layout, Bangalore","ENT Specialist",500,3,50,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","10 years experience","Tambaram, Chennai","Ayurveda",200,1,10,2,1," Chennai",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, DVD, Diploma in Dermatology","29 years experience","Kumara Park West, Bangalore","Dermatologists",550,3,29,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","18 years experience","Janak Puri, Delhi","Ayurveda",300,1,18,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS","12 years experience","Tilak Nagar, Mumbai","Dentist",150,1,12,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS","24 years experience","Jeedimetla, Hyderabad","Ayurveda",100,1,24,6,1," Hyderabad",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Dermatology","10 years experience","Malad, Mumbai","Dermatologists",600,2,10,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT","31 years experience","Pusa Road, Delhi","ENT Specialist",100,2,31,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BDS","16 years experience","Old Rajendra Nagar, Delhi","Dentist",250,1,16,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MDS - Oral & Maxillofacial Surgery, BDS","5 years experience","Dadar West, Mumbai","Dentist",100,2,5,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS","14 years experience","Perumbavoor, Ernakulam","Dentist",100,1,14,5,2," Ernakulam",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BDS, MDS- Oral Pathology","9 years experience","Sreekaryam, Thiruvananthapuram","Dentist",150,2,9,8,2," Thiruvananthapuram",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, Fellowship in Diabetology(Royal Liverpool Academy, UK)","22 years experience","Sanjay Nagar, Bangalore","General Medicine",200,3,22,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery","21 years experience","JP Nagar 5 Phase, Bangalore","Dentist",100,2,21,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Medicine","38 years experience","Dadar West, Mumbai","General Medicine",100,2,38,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DNB - Otorhinolaryngology","4 years experience","Mira Road, Mumbai","ENT Specialist",400,2,4,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Prosthodontics","6 years experience","Prabhadevi, Mumbai","Dentist",100,2,6,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DNB - ENT","20 years experience","Goregaon West, Mumbai","ENT Specialist",700,2,20,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Orthodontics","23 years experience","Mylapore, Chennai","Dentist",500,2,23,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BAMS","6 years experience","Jayanagar 7 Block, Bangalore","Ayurveda",200,1,6,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","11 years experience","Begur, Bangalore","Ayurveda",200,1,11,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","15 years experience","Lingampally, Hyderabad","Ayurveda",100,1,15,6,1," Hyderabad",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DFM (UK), Diploma in Emergency Medicine","17 years experience","Manikonda, Hyderabad","General Medicine",350,3,17,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DNB - Pulmonary Medicine, DIPLOMA IN TB AND CHEST DISEASES, Advanced Certificate Course In Diabetes","18 years experience","Valasaravakkam, Chennai","General Medicine",300,4,18,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Masters Diploma in Acupressure, BHMS, Certification in Nutrition and Weight Management","8 years experience","Kaggadasapura, Bangalore","Homeopath",300,3,8,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BHMS","24 years experience","Dadar West, Mumbai","Homeopath",800,1,24,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BAMS","13 years experience","Grant Road, Mumbai","Ayurveda",500,1,13,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS","17 years experience","Kemps Corner, Mumbai","Ayurveda",100,1,17,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","2 years experience","SG Palya (Kormangla), Bangalore","ENT Specialist",250,2,2,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","8 years experience","Sheikh Sarai, Delhi","Dentist",250,1,8,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BAMS","18 years experience","Dadar East, Mumbai","Ayurveda",100,1,18,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Skin,VD & Leprosy","12 years experience","Pusa Road, Delhi","Dermatologists",100,3,12,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"BHMS, DAT(Diploma in Accupressure and foot Reflexology), MS - Psychology","8 years experience","Rohini, Delhi","Homeopath",300,3,8,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BDS","5 years experience","Pitampura, Delhi","Dentist",250,1,5,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology","12 years experience","Basaveshwaranagar, Bangalore","Dermatologists",250,2,12,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MD - Physician, DNB - Pulmonary Medicine, Indian Diploma Critical Care Medicine (IDCCM), FCD - Diabetology","11 years experience","Attapur, Hyderabad","General Medicine",300,4,11,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BHMS","8 years experience","Perumbakkam, Chennai","Homeopath",200,1,8,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"BHMS","16 years experience","Palkulangara, Thiruvananthapuram","Homeopath",100,1,16,8,6," Thiruvananthapuram",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology","19 years experience","Secunderabad, Hyderabad","Dermatologists",300,2,19,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS","6 years experience","Malad West, Mumbai","Dentist",300,1,6,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS","12 years experience","Serilingampally, Hyderabad","Ayurveda",100,1,12,6,1," Hyderabad",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), FRCS - General Surgery","36 years experience","Mahalingapuram, Chennai","ENT Specialist",500,3,36,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology, DNB - Dermatology & Venereology","11 years experience","Bhandup West, Mumbai","Dermatologists",400,3,11,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MDS - Paedodontics And Preventive Dentistry, BDS","9 years experience","Khar West, Mumbai","Dentist",200,2,9,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT","11 years experience","Mehdipatnam, Hyderabad","ENT Specialist",450,2,11,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MS - ENT, DNB - ENT, MRCS (UK), Diploma in Otorhinolaryngology (DLO), MASLP, FRCS - General Surgery","25 years experience","Yeshwanthpur, Bangalore","ENT Specialist",400,6,25,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"MDS - Periodontics","9 years experience","Nungambakkam, Chennai","Dentist",500,1,9,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","33 years experience","Nungambakkam, Chennai","Dermatologists",700,2,33,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"DVD, MD - Dermatology","39 years experience","Matunga West, Mumbai","Dermatologists",100,2,39,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
